0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,
-4.898587e-16,-4.658833e-16,-3.963040e-16,-2.879317e-16,-1.513747e-16,-2.999520e-32,1.513747e-16,2.879317e-16,3.963040e-16,4.658833e-16,4.898587e-16,4.658833e-16,3.963040e-16,2.879317e-16,1.513747e-16,8.998559e-32,-1.513747e-16,-2.879317e-16,-3.963040e-16,-4.658833e-16,-4.898587e-16,-4.658833e-16,-3.963040e-16,-2.879317e-16,-1.513747e-16,-1.499760e-31,1.513747e-16,2.879317e-16,3.963040e-16,4.658833e-16,4.898587e-16,4.658833e-16,3.963040e-16,2.879317e-16,1.513747e-16,2.099664e-31,-1.513747e-16,-2.879317e-16,-3.963040e-16,-4.658833e-16,-4.898587e-16,-4.658833e-16,-3.963040e-16,-2.879317e-16,-1.513747e-16,-2.699568e-31,1.513747e-16,2.879317e-16,3.963040e-16,4.658833e-16,4.898587e-16,4.658833e-16,3.963040e-16,2.879317e-16,1.513747e-16,-5.402167e-31,-1.513747e-16,-2.879317e-16,-3.963040e-16,-4.658833e-16,-4.898587e-16,-4.658833e-16,-3.963040e-16,-2.879317e-16,-1.513747e-16,4.802263e-31,1.513747e-16,2.879317e-16,3.963040e-16,4.658833e-16,4.898587e-16,4.658833e-16,3.963040e-16,2.879317e-16,1.513747e-16,1.320092e-30,-1.513747e-16,-2.879317e-16,-3.963040e-16,-4.658833e-16,-4.898587e-16,-4.658833e-16,-3.963040e-16,-2.879317e-16,-1.513747e-16,-1.380082e-30,1.513747e-16,2.879317e-16,3.963040e-16,4.658833e-16,4.898587e-16,4.658833e-16,3.963040e-16,2.879317e-16,1.513747e-16,1.440073e-30,-1.513747e-16,-2.879317e-16,-3.963040e-16,-4.658833e-16,-4.898587e-16,
3.090170e-01,2.938926e-01,2.500000e-01,1.816356e-01,9.549150e-02,1.892183e-17,-9.549150e-02,-1.816356e-01,-2.500000e-01,-2.938926e-01,-3.090170e-01,-2.938926e-01,-2.500000e-01,-1.816356e-01,-9.549150e-02,-5.676550e-17,9.549150e-02,1.816356e-01,2.500000e-01,2.938926e-01,3.090170e-01,2.938926e-01,2.500000e-01,1.816356e-01,9.549150e-02,9.460917e-17,-9.549150e-02,-1.816356e-01,-2.500000e-01,-2.938926e-01,-3.090170e-01,-2.938926e-01,-2.500000e-01,-1.816356e-01,-9.549150e-02,-1.324528e-16,9.549150e-02,1.816356e-01,2.500000e-01,2.938926e-01,3.090170e-01,2.938926e-01,2.500000e-01,1.816356e-01,9.549150e-02,1.702965e-16,-9.549150e-02,-1.816356e-01,-2.500000e-01,-2.938926e-01,-3.090170e-01,-2.938926e-01,-2.500000e-01,-1.816356e-01,-9.549150e-02,3.407843e-16,9.549150e-02,1.816356e-01,2.500000e-01,2.938926e-01,3.090170e-01,2.938926e-01,2.500000e-01,1.816356e-01,9.549150e-02,-3.029406e-16,-9.549150e-02,-1.816356e-01,-2.500000e-01,-2.938926e-01,-3.090170e-01,-2.938926e-01,-2.500000e-01,-1.816356e-01,-9.549150e-02,-8.327520e-16,9.549150e-02,1.816356e-01,2.500000e-01,2.938926e-01,3.090170e-01,2.938926e-01,2.500000e-01,1.816356e-01,9.549150e-02,8.705956e-16,-9.549150e-02,-1.816356e-01,-2.500000e-01,-2.938926e-01,-3.090170e-01,-2.938926e-01,-2.500000e-01,-1.816356e-01,-9.549150e-02,-9.084393e-16,9.549150e-02,1.816356e-01,2.500000e-01,2.938926e-01,3.090170e-01,
5.877853e-01,5.590170e-01,4.755283e-01,3.454915e-01,1.816356e-01,3.599147e-17,-1.816356e-01,-3.454915e-01,-4.755283e-01,-5.590170e-01,-5.877853e-01,-5.590170e-01,-4.755283e-01,-3.454915e-01,-1.816356e-01,-1.079744e-16,1.816356e-01,3.454915e-01,4.755283e-01,5.590170e-01,5.877853e-01,5.590170e-01,4.755283e-01,3.454915e-01,1.816356e-01,1.799573e-16,-1.816356e-01,-3.454915e-01,-4.755283e-01,-5.590170e-01,-5.877853e-01,-5.590170e-01,-4.755283e-01,-3.454915e-01,-1.816356e-01,-2.519403e-16,1.816356e-01,3.454915e-01,4.755283e-01,5.590170e-01,5.877853e-01,5.590170e-01,4.755283e-01,3.454915e-01,1.816356e-01,3.239232e-16,-1.816356e-01,-3.454915e-01,-4.755283e-01,-5.590170e-01,-5.877853e-01,-5.590170e-01,-4.755283e-01,-3.454915e-01,-1.816356e-01,6.482102e-16,1.816356e-01,3.454915e-01,4.755283e-01,5.590170e-01,5.877853e-01,5.590170e-01,4.755283e-01,3.454915e-01,1.816356e-01,-5.762273e-16,-1.816356e-01,-3.454915e-01,-4.755283e-01,-5.590170e-01,-5.877853e-01,-5.590170e-01,-4.755283e-01,-3.454915e-01,-1.816356e-01,-1.583988e-15,1.816356e-01,3.454915e-01,4.755283e-01,5.590170e-01,5.877853e-01,5.590170e-01,4.755283e-01,3.454915e-01,1.816356e-01,1.655971e-15,-1.816356e-01,-3.454915e-01,-4.755283e-01,-5.590170e-01,-5.877853e-01,-5.590170e-01,-4.755283e-01,-3.454915e-01,-1.816356e-01,-1.727954e-15,1.816356e-01,3.454915e-01,4.755283e-01,5.590170e-01,5.877853e-01,
8.090170e-01,7.694209e-01,6.545085e-01,4.755283e-01,2.500000e-01,4.953800e-17,-2.500000e-01,-4.755283e-01,-6.545085e-01,-7.694209e-01,-8.090170e-01,-7.694209e-01,-6.545085e-01,-4.755283e-01,-2.500000e-01,-1.486140e-16,2.500000e-01,4.755283e-01,6.545085e-01,7.694209e-01,8.090170e-01,7.694209e-01,6.545085e-01,4.755283e-01,2.500000e-01,2.476900e-16,-2.500000e-01,-4.755283e-01,-6.545085e-01,-7.694209e-01,-8.090170e-01,-7.694209e-01,-6.545085e-01,-4.755283e-01,-2.500000e-01,-3.467660e-16,2.500000e-01,4.755283e-01,6.545085e-01,7.694209e-01,8.090170e-01,7.694209e-01,6.545085e-01,4.755283e-01,2.500000e-01,4.458420e-16,-2.500000e-01,-4.755283e-01,-6.545085e-01,-7.694209e-01,-8.090170e-01,-7.694209e-01,-6.545085e-01,-4.755283e-01,-2.500000e-01,8.921848e-16,2.500000e-01,4.755283e-01,6.545085e-01,7.694209e-01,8.090170e-01,7.694209e-01,6.545085e-01,4.755283e-01,2.500000e-01,-7.931088e-16,-2.500000e-01,-4.755283e-01,-6.545085e-01,-7.694209e-01,-8.090170e-01,-7.694209e-01,-6.545085e-01,-4.755283e-01,-2.500000e-01,-2.180173e-15,2.500000e-01,4.755283e-01,6.545085e-01,7.694209e-01,8.090170e-01,7.694209e-01,6.545085e-01,4.755283e-01,2.500000e-01,2.279249e-15,-2.500000e-01,-4.755283e-01,-6.545085e-01,-7.694209e-01,-8.090170e-01,-7.694209e-01,-6.545085e-01,-4.755283e-01,-2.500000e-01,-2.378325e-15,2.500000e-01,4.755283e-01,6.545085e-01,7.694209e-01,8.090170e-01,
9.510565e-01,9.045085e-01,7.694209e-01,5.590170e-01,2.938926e-01,5.823542e-17,-2.938926e-01,-5.590170e-01,-7.694209e-01,-9.045085e-01,-9.510565e-01,-9.045085e-01,-7.694209e-01,-5.590170e-01,-2.938926e-01,-1.747062e-16,2.938926e-01,5.590170e-01,7.694209e-01,9.045085e-01,9.510565e-01,9.045085e-01,7.694209e-01,5.590170e-01,2.938926e-01,2.911771e-16,-2.938926e-01,-5.590170e-01,-7.694209e-01,-9.045085e-01,-9.510565e-01,-9.045085e-01,-7.694209e-01,-5.590170e-01,-2.938926e-01,-4.076479e-16,2.938926e-01,5.590170e-01,7.694209e-01,9.045085e-01,9.510565e-01,9.045085e-01,7.694209e-01,5.590170e-01,2.938926e-01,5.241187e-16,-2.938926e-01,-5.590170e-01,-7.694209e-01,-9.045085e-01,-9.510565e-01,-9.045085e-01,-7.694209e-01,-5.590170e-01,-2.938926e-01,1.048826e-15,2.938926e-01,5.590170e-01,7.694209e-01,9.045085e-01,9.510565e-01,9.045085e-01,7.694209e-01,5.590170e-01,2.938926e-01,-9.323553e-16,-2.938926e-01,-5.590170e-01,-7.694209e-01,-9.045085e-01,-9.510565e-01,-9.045085e-01,-7.694209e-01,-5.590170e-01,-2.938926e-01,-2.562947e-15,2.938926e-01,5.590170e-01,7.694209e-01,9.045085e-01,9.510565e-01,9.045085e-01,7.694209e-01,5.590170e-01,2.938926e-01,2.679418e-15,-2.938926e-01,-5.590170e-01,-7.694209e-01,-9.045085e-01,-9.510565e-01,-9.045085e-01,-7.694209e-01,-5.590170e-01,-2.938926e-01,-2.795889e-15,2.938926e-01,5.590170e-01,7.694209e-01,9.045085e-01,9.510565e-01,
1.000000e+00,9.510565e-01,8.090170e-01,5.877853e-01,3.090170e-01,6.123234e-17,-3.090170e-01,-5.877853e-01,-8.090170e-01,-9.510565e-01,-1.000000e+00,-9.510565e-01,-8.090170e-01,-5.877853e-01,-3.090170e-01,-1.836970e-16,3.090170e-01,5.877853e-01,8.090170e-01,9.510565e-01,1.000000e+00,9.510565e-01,8.090170e-01,5.877853e-01,3.090170e-01,3.061617e-16,-3.090170e-01,-5.877853e-01,-8.090170e-01,-9.510565e-01,-1.000000e+00,-9.510565e-01,-8.090170e-01,-5.877853e-01,-3.090170e-01,-4.286264e-16,3.090170e-01,5.877853e-01,8.090170e-01,9.510565e-01,1.000000e+00,9.510565e-01,8.090170e-01,5.877853e-01,3.090170e-01,5.510911e-16,-3.090170e-01,-5.877853e-01,-8.090170e-01,-9.510565e-01,-1.000000e+00,-9.510565e-01,-8.090170e-01,-5.877853e-01,-3.090170e-01,1.102801e-15,3.090170e-01,5.877853e-01,8.090170e-01,9.510565e-01,1.000000e+00,9.510565e-01,8.090170e-01,5.877853e-01,3.090170e-01,-9.803364e-16,-3.090170e-01,-5.877853e-01,-8.090170e-01,-9.510565e-01,-1.000000e+00,-9.510565e-01,-8.090170e-01,-5.877853e-01,-3.090170e-01,-2.694842e-15,3.090170e-01,5.877853e-01,8.090170e-01,9.510565e-01,1.000000e+00,9.510565e-01,8.090170e-01,5.877853e-01,3.090170e-01,2.817307e-15,-3.090170e-01,-5.877853e-01,-8.090170e-01,-9.510565e-01,-1.000000e+00,-9.510565e-01,-8.090170e-01,-5.877853e-01,-3.090170e-01,-2.939771e-15,3.090170e-01,5.877853e-01,8.090170e-01,9.510565e-01,1.000000e+00,
9.510565e-01,9.045085e-01,7.694209e-01,5.590170e-01,2.938926e-01,5.823542e-17,-2.938926e-01,-5.590170e-01,-7.694209e-01,-9.045085e-01,-9.510565e-01,-9.045085e-01,-7.694209e-01,-5.590170e-01,-2.938926e-01,-1.747062e-16,2.938926e-01,5.590170e-01,7.694209e-01,9.045085e-01,9.510565e-01,9.045085e-01,7.694209e-01,5.590170e-01,2.938926e-01,2.911771e-16,-2.938926e-01,-5.590170e-01,-7.694209e-01,-9.045085e-01,-9.510565e-01,-9.045085e-01,-7.694209e-01,-5.590170e-01,-2.938926e-01,-4.076479e-16,2.938926e-01,5.590170e-01,7.694209e-01,9.045085e-01,9.510565e-01,9.045085e-01,7.694209e-01,5.590170e-01,2.938926e-01,5.241187e-16,-2.938926e-01,-5.590170e-01,-7.694209e-01,-9.045085e-01,-9.510565e-01,-9.045085e-01,-7.694209e-01,-5.590170e-01,-2.938926e-01,1.048826e-15,2.938926e-01,5.590170e-01,7.694209e-01,9.045085e-01,9.510565e-01,9.045085e-01,7.694209e-01,5.590170e-01,2.938926e-01,-9.323553e-16,-2.938926e-01,-5.590170e-01,-7.694209e-01,-9.045085e-01,-9.510565e-01,-9.045085e-01,-7.694209e-01,-5.590170e-01,-2.938926e-01,-2.562947e-15,2.938926e-01,5.590170e-01,7.694209e-01,9.045085e-01,9.510565e-01,9.045085e-01,7.694209e-01,5.590170e-01,2.938926e-01,2.679418e-15,-2.938926e-01,-5.590170e-01,-7.694209e-01,-9.045085e-01,-9.510565e-01,-9.045085e-01,-7.694209e-01,-5.590170e-01,-2.938926e-01,-2.795889e-15,2.938926e-01,5.590170e-01,7.694209e-01,9.045085e-01,9.510565e-01,
8.090170e-01,7.694209e-01,6.545085e-01,4.755283e-01,2.500000e-01,4.953800e-17,-2.500000e-01,-4.755283e-01,-6.545085e-01,-7.694209e-01,-8.090170e-01,-7.694209e-01,-6.545085e-01,-4.755283e-01,-2.500000e-01,-1.486140e-16,2.500000e-01,4.755283e-01,6.545085e-01,7.694209e-01,8.090170e-01,7.694209e-01,6.545085e-01,4.755283e-01,2.500000e-01,2.476900e-16,-2.500000e-01,-4.755283e-01,-6.545085e-01,-7.694209e-01,-8.090170e-01,-7.694209e-01,-6.545085e-01,-4.755283e-01,-2.500000e-01,-3.467660e-16,2.500000e-01,4.755283e-01,6.545085e-01,7.694209e-01,8.090170e-01,7.694209e-01,6.545085e-01,4.755283e-01,2.500000e-01,4.458420e-16,-2.500000e-01,-4.755283e-01,-6.545085e-01,-7.694209e-01,-8.090170e-01,-7.694209e-01,-6.545085e-01,-4.755283e-01,-2.500000e-01,8.921848e-16,2.500000e-01,4.755283e-01,6.545085e-01,7.694209e-01,8.090170e-01,7.694209e-01,6.545085e-01,4.755283e-01,2.500000e-01,-7.931088e-16,-2.500000e-01,-4.755283e-01,-6.545085e-01,-7.694209e-01,-8.090170e-01,-7.694209e-01,-6.545085e-01,-4.755283e-01,-2.500000e-01,-2.180173e-15,2.500000e-01,4.755283e-01,6.545085e-01,7.694209e-01,8.090170e-01,7.694209e-01,6.545085e-01,4.755283e-01,2.500000e-01,2.279249e-15,-2.500000e-01,-4.755283e-01,-6.545085e-01,-7.694209e-01,-8.090170e-01,-7.694209e-01,-6.545085e-01,-4.755283e-01,-2.500000e-01,-2.378325e-15,2.500000e-01,4.755283e-01,6.545085e-01,7.694209e-01,8.090170e-01,
5.877853e-01,5.590170e-01,4.755283e-01,3.454915e-01,1.816356e-01,3.599147e-17,-1.816356e-01,-3.454915e-01,-4.755283e-01,-5.590170e-01,-5.877853e-01,-5.590170e-01,-4.755283e-01,-3.454915e-01,-1.816356e-01,-1.079744e-16,1.816356e-01,3.454915e-01,4.755283e-01,5.590170e-01,5.877853e-01,5.590170e-01,4.755283e-01,3.454915e-01,1.816356e-01,1.799573e-16,-1.816356e-01,-3.454915e-01,-4.755283e-01,-5.590170e-01,-5.877853e-01,-5.590170e-01,-4.755283e-01,-3.454915e-01,-1.816356e-01,-2.519403e-16,1.816356e-01,3.454915e-01,4.755283e-01,5.590170e-01,5.877853e-01,5.590170e-01,4.755283e-01,3.454915e-01,1.816356e-01,3.239232e-16,-1.816356e-01,-3.454915e-01,-4.755283e-01,-5.590170e-01,-5.877853e-01,-5.590170e-01,-4.755283e-01,-3.454915e-01,-1.816356e-01,6.482102e-16,1.816356e-01,3.454915e-01,4.755283e-01,5.590170e-01,5.877853e-01,5.590170e-01,4.755283e-01,3.454915e-01,1.816356e-01,-5.762273e-16,-1.816356e-01,-3.454915e-01,-4.755283e-01,-5.590170e-01,-5.877853e-01,-5.590170e-01,-4.755283e-01,-3.454915e-01,-1.816356e-01,-1.583988e-15,1.816356e-01,3.454915e-01,4.755283e-01,5.590170e-01,5.877853e-01,5.590170e-01,4.755283e-01,3.454915e-01,1.816356e-01,1.655971e-15,-1.816356e-01,-3.454915e-01,-4.755283e-01,-5.590170e-01,-5.877853e-01,-5.590170e-01,-4.755283e-01,-3.454915e-01,-1.816356e-01,-1.727954e-15,1.816356e-01,3.454915e-01,4.755283e-01,5.590170e-01,5.877853e-01,
3.090170e-01,2.938926e-01,2.500000e-01,1.816356e-01,9.549150e-02,1.892183e-17,-9.549150e-02,-1.816356e-01,-2.500000e-01,-2.938926e-01,-3.090170e-01,-2.938926e-01,-2.500000e-01,-1.816356e-01,-9.549150e-02,-5.676550e-17,9.549150e-02,1.816356e-01,2.500000e-01,2.938926e-01,3.090170e-01,2.938926e-01,2.500000e-01,1.816356e-01,9.549150e-02,9.460917e-17,-9.549150e-02,-1.816356e-01,-2.500000e-01,-2.938926e-01,-3.090170e-01,-2.938926e-01,-2.500000e-01,-1.816356e-01,-9.549150e-02,-1.324528e-16,9.549150e-02,1.816356e-01,2.500000e-01,2.938926e-01,3.090170e-01,2.938926e-01,2.500000e-01,1.816356e-01,9.549150e-02,1.702965e-16,-9.549150e-02,-1.816356e-01,-2.500000e-01,-2.938926e-01,-3.090170e-01,-2.938926e-01,-2.500000e-01,-1.816356e-01,-9.549150e-02,3.407843e-16,9.549150e-02,1.816356e-01,2.500000e-01,2.938926e-01,3.090170e-01,2.938926e-01,2.500000e-01,1.816356e-01,9.549150e-02,-3.029406e-16,-9.549150e-02,-1.816356e-01,-2.500000e-01,-2.938926e-01,-3.090170e-01,-2.938926e-01,-2.500000e-01,-1.816356e-01,-9.549150e-02,-8.327520e-16,9.549150e-02,1.816356e-01,2.500000e-01,2.938926e-01,3.090170e-01,2.938926e-01,2.500000e-01,1.816356e-01,9.549150e-02,8.705956e-16,-9.549150e-02,-1.816356e-01,-2.500000e-01,-2.938926e-01,-3.090170e-01,-2.938926e-01,-2.500000e-01,-1.816356e-01,-9.549150e-02,-9.084393e-16,9.549150e-02,1.816356e-01,2.500000e-01,2.938926e-01,3.090170e-01,
6.123234e-16,5.823542e-16,4.953800e-16,3.599147e-16,1.892183e-16,3.749399e-32,-1.892183e-16,-3.599147e-16,-4.953800e-16,-5.823542e-16,-6.123234e-16,-5.823542e-16,-4.953800e-16,-3.599147e-16,-1.892183e-16,-1.124820e-31,1.892183e-16,3.599147e-16,4.953800e-16,5.823542e-16,6.123234e-16,5.823542e-16,4.953800e-16,3.599147e-16,1.892183e-16,1.874700e-31,-1.892183e-16,-3.599147e-16,-4.953800e-16,-5.823542e-16,-6.123234e-16,-5.823542e-16,-4.953800e-16,-3.599147e-16,-1.892183e-16,-2.624580e-31,1.892183e-16,3.599147e-16,4.953800e-16,5.823542e-16,6.123234e-16,5.823542e-16,4.953800e-16,3.599147e-16,1.892183e-16,3.374460e-31,-1.892183e-16,-3.599147e-16,-4.953800e-16,-5.823542e-16,-6.123234e-16,-5.823542e-16,-4.953800e-16,-3.599147e-16,-1.892183e-16,6.752709e-31,1.892183e-16,3.599147e-16,4.953800e-16,5.823542e-16,6.123234e-16,5.823542e-16,4.953800e-16,3.599147e-16,1.892183e-16,-6.002829e-31,-1.892183e-16,-3.599147e-16,-4.953800e-16,-5.823542e-16,-6.123234e-16,-5.823542e-16,-4.953800e-16,-3.599147e-16,-1.892183e-16,-1.650115e-30,1.892183e-16,3.599147e-16,4.953800e-16,5.823542e-16,6.123234e-16,5.823542e-16,4.953800e-16,3.599147e-16,1.892183e-16,1.725103e-30,-1.892183e-16,-3.599147e-16,-4.953800e-16,-5.823542e-16,-6.123234e-16,-5.823542e-16,-4.953800e-16,-3.599147e-16,-1.892183e-16,-1.800091e-30,1.892183e-16,3.599147e-16,4.953800e-16,5.823542e-16,6.123234e-16,
-3.090170e-01,-2.938926e-01,-2.500000e-01,-1.816356e-01,-9.549150e-02,-1.892183e-17,9.549150e-02,1.816356e-01,2.500000e-01,2.938926e-01,3.090170e-01,2.938926e-01,2.500000e-01,1.816356e-01,9.549150e-02,5.676550e-17,-9.549150e-02,-1.816356e-01,-2.500000e-01,-2.938926e-01,-3.090170e-01,-2.938926e-01,-2.500000e-01,-1.816356e-01,-9.549150e-02,-9.460917e-17,9.549150e-02,1.816356e-01,2.500000e-01,2.938926e-01,3.090170e-01,2.938926e-01,2.500000e-01,1.816356e-01,9.549150e-02,1.324528e-16,-9.549150e-02,-1.816356e-01,-2.500000e-01,-2.938926e-01,-3.090170e-01,-2.938926e-01,-2.500000e-01,-1.816356e-01,-9.549150e-02,-1.702965e-16,9.549150e-02,1.816356e-01,2.500000e-01,2.938926e-01,3.090170e-01,2.938926e-01,2.500000e-01,1.816356e-01,9.549150e-02,-3.407843e-16,-9.549150e-02,-1.816356e-01,-2.500000e-01,-2.938926e-01,-3.090170e-01,-2.938926e-01,-2.500000e-01,-1.816356e-01,-9.549150e-02,3.029406e-16,9.549150e-02,1.816356e-01,2.500000e-01,2.938926e-01,3.090170e-01,2.938926e-01,2.500000e-01,1.816356e-01,9.549150e-02,8.327520e-16,-9.549150e-02,-1.816356e-01,-2.500000e-01,-2.938926e-01,-3.090170e-01,-2.938926e-01,-2.500000e-01,-1.816356e-01,-9.549150e-02,-8.705956e-16,9.549150e-02,1.816356e-01,2.500000e-01,2.938926e-01,3.090170e-01,2.938926e-01,2.500000e-01,1.816356e-01,9.549150e-02,9.084393e-16,-9.549150e-02,-1.816356e-01,-2.500000e-01,-2.938926e-01,-3.090170e-01,
-5.877853e-01,-5.590170e-01,-4.755283e-01,-3.454915e-01,-1.816356e-01,-3.599147e-17,1.816356e-01,3.454915e-01,4.755283e-01,5.590170e-01,5.877853e-01,5.590170e-01,4.755283e-01,3.454915e-01,1.816356e-01,1.079744e-16,-1.816356e-01,-3.454915e-01,-4.755283e-01,-5.590170e-01,-5.877853e-01,-5.590170e-01,-4.755283e-01,-3.454915e-01,-1.816356e-01,-1.799573e-16,1.816356e-01,3.454915e-01,4.755283e-01,5.590170e-01,5.877853e-01,5.590170e-01,4.755283e-01,3.454915e-01,1.816356e-01,2.519403e-16,-1.816356e-01,-3.454915e-01,-4.755283e-01,-5.590170e-01,-5.877853e-01,-5.590170e-01,-4.755283e-01,-3.454915e-01,-1.816356e-01,-3.239232e-16,1.816356e-01,3.454915e-01,4.755283e-01,5.590170e-01,5.877853e-01,5.590170e-01,4.755283e-01,3.454915e-01,1.816356e-01,-6.482102e-16,-1.816356e-01,-3.454915e-01,-4.755283e-01,-5.590170e-01,-5.877853e-01,-5.590170e-01,-4.755283e-01,-3.454915e-01,-1.816356e-01,5.762273e-16,1.816356e-01,3.454915e-01,4.755283e-01,5.590170e-01,5.877853e-01,5.590170e-01,4.755283e-01,3.454915e-01,1.816356e-01,1.583988e-15,-1.816356e-01,-3.454915e-01,-4.755283e-01,-5.590170e-01,-5.877853e-01,-5.590170e-01,-4.755283e-01,-3.454915e-01,-1.816356e-01,-1.655971e-15,1.816356e-01,3.454915e-01,4.755283e-01,5.590170e-01,5.877853e-01,5.590170e-01,4.755283e-01,3.454915e-01,1.816356e-01,1.727954e-15,-1.816356e-01,-3.454915e-01,-4.755283e-01,-5.590170e-01,-5.877853e-01,
-8.090170e-01,-7.694209e-01,-6.545085e-01,-4.755283e-01,-2.500000e-01,-4.953800e-17,2.500000e-01,4.755283e-01,6.545085e-01,7.694209e-01,8.090170e-01,7.694209e-01,6.545085e-01,4.755283e-01,2.500000e-01,1.486140e-16,-2.500000e-01,-4.755283e-01,-6.545085e-01,-7.694209e-01,-8.090170e-01,-7.694209e-01,-6.545085e-01,-4.755283e-01,-2.500000e-01,-2.476900e-16,2.500000e-01,4.755283e-01,6.545085e-01,7.694209e-01,8.090170e-01,7.694209e-01,6.545085e-01,4.755283e-01,2.500000e-01,3.467660e-16,-2.500000e-01,-4.755283e-01,-6.545085e-01,-7.694209e-01,-8.090170e-01,-7.694209e-01,-6.545085e-01,-4.755283e-01,-2.500000e-01,-4.458420e-16,2.500000e-01,4.755283e-01,6.545085e-01,7.694209e-01,8.090170e-01,7.694209e-01,6.545085e-01,4.755283e-01,2.500000e-01,-8.921848e-16,-2.500000e-01,-4.755283e-01,-6.545085e-01,-7.694209e-01,-8.090170e-01,-7.694209e-01,-6.545085e-01,-4.755283e-01,-2.500000e-01,7.931088e-16,2.500000e-01,4.755283e-01,6.545085e-01,7.694209e-01,8.090170e-01,7.694209e-01,6.545085e-01,4.755283e-01,2.500000e-01,2.180173e-15,-2.500000e-01,-4.755283e-01,-6.545085e-01,-7.694209e-01,-8.090170e-01,-7.694209e-01,-6.545085e-01,-4.755283e-01,-2.500000e-01,-2.279249e-15,2.500000e-01,4.755283e-01,6.545085e-01,7.694209e-01,8.090170e-01,7.694209e-01,6.545085e-01,4.755283e-01,2.500000e-01,2.378325e-15,-2.500000e-01,-4.755283e-01,-6.545085e-01,-7.694209e-01,-8.090170e-01,
-9.510565e-01,-9.045085e-01,-7.694209e-01,-5.590170e-01,-2.938926e-01,-5.823542e-17,2.938926e-01,5.590170e-01,7.694209e-01,9.045085e-01,9.510565e-01,9.045085e-01,7.694209e-01,5.590170e-01,2.938926e-01,1.747062e-16,-2.938926e-01,-5.590170e-01,-7.694209e-01,-9.045085e-01,-9.510565e-01,-9.045085e-01,-7.694209e-01,-5.590170e-01,-2.938926e-01,-2.911771e-16,2.938926e-01,5.590170e-01,7.694209e-01,9.045085e-01,9.510565e-01,9.045085e-01,7.694209e-01,5.590170e-01,2.938926e-01,4.076479e-16,-2.938926e-01,-5.590170e-01,-7.694209e-01,-9.045085e-01,-9.510565e-01,-9.045085e-01,-7.694209e-01,-5.590170e-01,-2.938926e-01,-5.241187e-16,2.938926e-01,5.590170e-01,7.694209e-01,9.045085e-01,9.510565e-01,9.045085e-01,7.694209e-01,5.590170e-01,2.938926e-01,-1.048826e-15,-2.938926e-01,-5.590170e-01,-7.694209e-01,-9.045085e-01,-9.510565e-01,-9.045085e-01,-7.694209e-01,-5.590170e-01,-2.938926e-01,9.323553e-16,2.938926e-01,5.590170e-01,7.694209e-01,9.045085e-01,9.510565e-01,9.045085e-01,7.694209e-01,5.590170e-01,2.938926e-01,2.562947e-15,-2.938926e-01,-5.590170e-01,-7.694209e-01,-9.045085e-01,-9.510565e-01,-9.045085e-01,-7.694209e-01,-5.590170e-01,-2.938926e-01,-2.679418e-15,2.938926e-01,5.590170e-01,7.694209e-01,9.045085e-01,9.510565e-01,9.045085e-01,7.694209e-01,5.590170e-01,2.938926e-01,2.795889e-15,-2.938926e-01,-5.590170e-01,-7.694209e-01,-9.045085e-01,-9.510565e-01,
